,ChEMBL_ID,INCHI,SMILES,TARGETS,Name,Synonyms,Type,Max_Phase,Molecular_Weight,Bioactivities,AlogP,PSA,HBA,HBD,#RO5_Violations,#Rotatable_Bonds,Passes_Ro3,QED_Weighted,ACD_ApKa,ACD_BpKa,ACD_LogP,ACD_LogD,Aromatic_Rings,Structure_Type,Inorganic_Flag,Heavy_Atoms,HBA_Lipinski,HBD_Lipinski,#RO5_Violations_(Lipinski),Molecular_Weight_(Monoisotopic),Molecular_Formula,image_link
76,CHEMBL30432,"InChI=1S/C23H21N7/c1-29(2)22-11-19-20(13-24-22)25-15-26-23(19)28-18-8-9-21-17(10-18)12-27-30(21)14-16-6-4-3-5-7-16/h3-13,15H,14H2,1-2H3,(H,25,26,28)",CN(C)c1cc2c(Nc3ccc4c(cnn4Cc5ccccc5)c3)ncnc2cn1,EGFR/ErbB2,GW282974X,"GW2974, GW282974X",Small molecule,0,395.47,586,4.23,71.76,7,1,0,5,N,0.48,No Data,5.64,4.87,4.86,5,MOL,-1,30,7,1,0,395.1858,C23H21N7,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL30432.svg?engine=indigo
77,CHEMBL215993,"InChI=1S/C25H19N3O2/c1-2-5-18(6-3-1)16-30-21-11-9-20(10-12-21)28-25-22-15-19(24-7-4-14-29-24)8-13-23(22)26-17-27-25/h1-15,17H,16H2,(H,26,27,28)",C(Oc1ccc(Nc2ncnc3ccc(cc23)c4occc4)cc1)c5ccccc5,EGFR/ErbB2,GW284372X,GW284372X,Small molecule,0,393.45,464,6.21,60.18,5,1,1,6,N,0.37,No Data,5.52,6.54,6.53,5,MOL,-1,30,5,1,1,393.1477,C25H19N3O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL215993.svg?engine=indigo
78,CHEMBL1794057,"InChI=1S/C16H12N4O2/c21-15-11(10-3-1-2-4-12(10)18-15)8-17-9-5-6-13-14(7-9)20-16(22)19-13/h1-8,17H,(H,18,21)(H2,19,20,22)/b11-8-",O=C1Nc2ccc(N\C=C\3/C(=O)Nc4ccccc34)cc2N1,TRKA,GW284408X,GW284408X,Small molecule,0,292.3,462,2.26,89.78,3,4,0,2,N,0.55,11.7,1.23,1.47,1.47,3,MOL,-1,22,6,4,0,292.096,C16H12N4O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794057.svg?engine=indigo
79,CHEMBL272026,"InChI=1S/C21H21N7O4S/c22-33(31,32)16-5-3-15(4-6-16)26-27-19-17-12-14(2-7-18(17)25-21(19)30)20(29)24-8-1-10-28-11-9-23-13-28/h2-7,9,11-13,26H,1,8,10H2,(H,24,29)(H2,22,31,32)(H,25,27,30)",NS(=O)(=O)c1ccc(N\N=C\2/C(=O)Nc3ccc(cc23)C(=O)NCCCn4ccnc4)cc1,CDK2,GW290597X,GW290597X,Small molecule,0,467.51,465,1.12,160.57,8,4,0,8,N,0.29,8.59,6.95,0.79,0.63,3,MOL,-1,33,11,5,1,467.1376,C21H21N7O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL272026.svg?engine=indigo
80,CHEMBL1956068,"InChI=1S/C22H15N3O4/c1-28-9-3-5-13-11(7-9)15-17-18(22(27)25-21(17)26)16-12-8-10(29-2)4-6-14(12)24-20(16)19(15)23-13/h3-8,23-24H,1-2H3,(H,25,26,27)",COc1ccc2[nH]c3c4[nH]c5ccc(OC)cc5c4c6C(=O)NC(=O)c6c3c2c1,PDGFRb,GW296115X,GW296115X,Small molecule,0,385.38,468,3.86,96.21,4,3,0,2,N,0.4,9.96,No Data,4.29,4.29,5,MOL,-1,29,7,3,0,385.1063,C22H15N3O4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1956068.svg?engine=indigo
81,CHEMBL271595,"InChI=1S/C16H12N4O3S2/c17-25(22,23)10-3-1-9(2-4-10)18-7-11-14-12(20-16(11)21)5-6-13-15(14)24-8-19-13/h1-8,18H,(H,20,21)(H2,17,22,23)/b11-7-",NS(=O)(=O)c1ccc(N\C=C\2/C(=O)Nc3ccc4ncsc4c23)cc1,CDK2,GW297361X,GW297361X,Small molecule,0,372.43,462,2.35,114.18,6,3,0,3,N,0.61,9.99,3.16,1.22,1.22,3,MOL,-1,25,7,4,0,372.0351,C16H12N4O3S2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL271595.svg?engine=indigo
82,CHEMBL271594,"InChI=1S/C17H18N4O3S/c1-10(2)11-3-8-14-15(9-11)19-17(22)16(14)21-20-12-4-6-13(7-5-12)25(18,23)24/h3-10,20H,1-2H3,(H2,18,23,24)(H,19,21,22)",CC(C)c1ccc2\C(=N/Nc3ccc(cc3)S(=O)(=O)N)\C(=O)Nc2c1,CDK2,GW300653X,GW300653X,Small molecule,0,358.42,465,2.23,113.65,5,3,0,4,N,0.73,9.96,No Data,2.62,2.61,2,MOL,-1,25,7,4,0,358.11,C17H18N4O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL271594.svg?engine=indigo
83,CHEMBL272165,"InChI=1S/C21H18N6O4S/c22-32(30,31)16-4-2-15(3-5-16)26-27-19-17-11-14(1-6-18(17)25-21(19)29)20(28)24-12-13-7-9-23-10-8-13/h1-11,26H,12H2,(H,24,28)(H2,22,30,31)(H,25,27,29)",NS(=O)(=O)c1ccc(N\N=C\2/C(=O)Nc3ccc(cc23)C(=O)NCc4ccncc4)cc1,CDK2,GW300657X,GW300657X,Small molecule,0,450.48,466,1.43,155.64,7,4,0,6,N,0.42,8.55,5.04,1.07,1.04,3,MOL,-1,32,10,5,0,450.111,C21H18N6O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL272165.svg?engine=indigo
84,CHEMBL272028,"InChI=1S/C20H19N7O4S/c21-32(30,31)15-4-2-13(3-5-15)26-27-18-16-9-12(1-6-17(16)25-20(18)29)19(28)23-8-7-14-10-22-11-24-14/h1-6,9-11,26H,7-8H2,(H,22,24)(H,23,28)(H2,21,30,31)(H,25,27,29)",NS(=O)(=O)c1ccc(N\N=C\2/C(=O)Nc3ccc(cc23)C(=O)NCCc4c[nH]cn4)cc1,CDK2,GW300660X,GW300660X,Small molecule,0,453.48,467,0.8,171.43,7,5,0,7,N,0.33,8.58,7.16,0.58,0.36,3,MOL,-1,32,11,6,2,453.1219,C20H19N7O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL272028.svg?engine=indigo
85,CHEMBL410072,"InChI=1S/C20H23N5O5S/c1-20(2,11-26)10-22-18(27)12-3-8-16-15(9-12)17(19(28)23-16)25-24-13-4-6-14(7-5-13)31(21,29)30/h3-9,24,26H,10-11H2,1-2H3,(H,22,27)(H2,21,29,30)(H,23,25,28)",CC(C)(CO)CNC(=O)c1ccc2NC(=O)\C(=N/Nc3ccc(cc3)S(=O)(=O)N)\c2c1,CDK2,GW301784X,GW301784X,Small molecule,0,445.5,467,0.85,162.98,7,5,0,7,N,0.4,8.59,No Data,1.02,0.99,2,MOL,-1,31,10,6,1,445.142,C20H23N5O5S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL410072.svg?engine=indigo
86,CHEMBL1794056,"InChI=1S/C17H13N5O/c23-17-15(14-3-1-2-4-16(14)21-17)9-19-12-5-7-13(8-6-12)22-11-18-10-20-22/h1-11,19H,(H,21,23)/b15-9-",O=C1Nc2ccccc2/C/1=C/Nc3ccc(cc3)n4cncn4,TRKA,GW301789X,GW301789X,Small molecule,0,303.32,462,2.67,71.84,5,2,0,3,N,0.73,12.52,2.66,1.31,1.31,3,MOL,-1,23,6,2,0,303.112,C17H13N5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794056.svg?engine=indigo
87,CHEMBL531804,"InChI=1S/C23H21N7/c1-30(2)22-12-17-20(13-24-22)25-14-26-23(17)27-16-8-9-18-19(11-16)29-21(28-18)10-15-6-4-3-5-7-15/h3-9,11-14H,10H2,1-2H3,(H,28,29)(H,25,26,27)",CN(C)c1cc2c(Nc3ccc4nc(Cc5ccccc5)[nH]c4c3)ncnc2cn1,EGFR/ErbB2,GW301888X,"GW301888X, TCMDC-137304",Small molecule,0,395.47,472,4.3,82.62,6,2,0,5,N,0.46,11.51,5.64,4.72,4.7,5,MOL,-1,30,7,2,0,395.1858,C23H21N7,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL531804.svg?engine=indigo
88,CHEMBL1880739,"InChI=1S/C15H8Br2INO2/c16-11-4-7(5-12(17)14(11)20)3-10-9-6-8(18)1-2-13(9)19-15(10)21/h1-6,20H,(H,19,21)",Oc1c(Br)cc(C=C2C(=O)Nc3ccc(I)cc23)cc1Br,c-RAF,GW305074X,GW305074X,Small molecule,0,520.95,471,5.01,49.33,2,2,2,1,N,0.41,5.86,No Data,5.63,3.99,2,MOL,-1,21,3,2,2,518.7967,C15H8Br2INO2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1880739.svg?engine=indigo
89,CHEMBL409892,"InChI=1S/C17H13N5O3S/c18-26(24,25)11-5-3-10(4-6-11)21-22-16-15-12-2-1-9-19-13(12)7-8-14(15)20-17(16)23/h1-9,21H,(H2,18,24,25)(H,20,22,23)",NS(=O)(=O)c1ccc(N\N=C\2/C(=O)Nc3ccc4ncccc4c23)cc1,CDK2,GW305178X,GW305178X,Small molecule,0,367.39,475,1.65,126.54,6,3,0,3,N,0.61,7.22,4.52,1.51,1.11,3,MOL,-1,26,8,4,0,367.0739,C17H13N5O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL409892.svg?engine=indigo
90,CHEMBL405042,"InChI=1S/C16H15N3O3S/c1-10(15-13-4-2-3-5-14(13)19-16(15)20)18-11-6-8-12(9-7-11)23(17,21)22/h2-9,18H,1H3,(H,19,20)(H2,17,21,22)/b15-10-",C\C(=C/1\C(=O)Nc2ccccc12)\Nc3ccc(cc3)S(=O)(=O)N,CDK2,GW335962X,GW335962X,Small molecule,0,329.38,465,2.13,101.29,4,3,0,3,N,0.75,10.05,0.17,1.65,1.64,2,MOL,-1,23,6,4,0,329.0834,C16H15N3O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL405042.svg?engine=indigo
91,CHEMBL1909399,"InChI=1S/C21H19N5O3S.ClH/c22-30(28,29)17-8-6-16(7-9-17)25-26-20-19-15(2-1-3-18(19)24-21(20)27)5-4-14-10-12-23-13-11-14;/h1-3,6-13,25H,4-5H2,(H2,22,28,29)(H,24,26,27);1H",Cl.NS(=O)(=O)c1ccc(N\N=C\2/C(=O)Nc3cccc(CCc4ccncc4)c23)cc1,CDK2,GW352430A,GW352430A,Small molecule,0,457.94,458,2.28,126.54,6,3,0,6,N,0.53,9.54,5.88,2.52,2.5,3,MOL,-1,30,8,4,0,421.1209,C21H20ClN5O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909399.svg?engine=indigo
92,CHEMBL270544,"InChI=1S/C18H18N4O3S/c1-11(2)10-12-4-3-5-15-16(12)17(18(23)20-15)22-21-13-6-8-14(9-7-13)26(19,24)25/h3-10,21H,1-2H3,(H2,19,24,25)(H,20,22,23)",CC(=Cc1cccc2NC(=O)\C(=N/Nc3ccc(cc3)S(=O)(=O)N)\c12)C,CDK2,GW396574X,GW396574X,Small molecule,0,370.43,467,2.53,113.65,5,3,0,4,N,0.72,9.49,No Data,3.07,3.05,2,MOL,-1,26,7,4,0,370.11,C18H18N4O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL270544.svg?engine=indigo
93,CHEMBL1794052,"InChI=1S/C17H11Br2NO4/c1-24-17(23)9-2-3-14-10(7-9)11(16(22)20-14)4-8-5-12(18)15(21)13(19)6-8/h2-7,21H,1H3,(H,20,22)",COC(=O)c1ccc2NC(=O)C(=Cc3cc(Br)c(O)c(Br)c3)c2c1,c-RAF,GW405841X,GW405841X,Small molecule,0,453.09,464,4.2,75.63,4,2,0,2,N,0.53,5.88,No Data,4.37,2.84,2,MOL,-1,24,5,2,0,450.9055,C17H11Br2NO4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794052.svg?engine=indigo
94,CHEMBL1789963,"InChI=1S/C20H11Cl2NO4/c21-14-7-10(8-15(22)19(14)25)6-13-12-9-11(3-4-16(12)23-20(13)26)18(24)17-2-1-5-27-17/h1-9,25H,(H,23,26)",Oc1c(Cl)cc(C=C2C(=O)Nc3ccc(cc23)C(=O)c4occc4)cc1Cl,c-RAF,GW406108X,GW406108X,Small molecule,0,400.22,463,5.02,79.54,4,2,1,3,N,0.48,6,No Data,4.48,3.07,3,MOL,-1,27,5,2,1,399.0065,C20H11Cl2NO4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1789963.svg?engine=indigo
95,CHEMBL220243,"InChI=1S/C17H17NO3/c1-11-6-15(19)7-12(2)16(11)5-4-13-8-14(10-18-9-13)17(20)21-3/h4-10,19H,1-3H3/b5-4+",COC(=O)c1cncc(\C=C\c2c(C)cc(O)cc2C)c1,c-RAF,GW406731X,GW406731X,Small molecule,0,283.33,461,3.36,59.42,4,1,0,3,N,0.88,10.11,3.04,3.75,3.75,2,MOL,-1,21,4,1,0,283.1208,C17H17NO3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL220243.svg?engine=indigo
96,CHEMBL1794053,"InChI=1S/C18H11Br2N3O2S.ClH/c19-12-4-8(5-13(20)16(12)24)3-11-10-6-9(15-7-26-18(21)23-15)1-2-14(10)22-17(11)25;/h1-7,24H,(H2,21,23)(H,22,25);1H",Cl.Nc1nc(cs1)c2ccc3NC(=O)C(=Cc4cc(Br)c(O)c(Br)c4)c3c2,c-RAF,GW407323A,GW407323A,Small molecule,0,529.64,463,5.12,88.24,5,3,1,2,N,0.43,5.88,3.89,4.4,2.8,3,MOL,-1,26,5,4,1,490.8939,C18H12Br2ClN3O2S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794053.svg?engine=indigo
97,CHEMBL1909357,"InChI=1S/C17H17N3O3.ClH/c1-10-4-5-11(6-14(10)21)20-17-12-7-15(22-2)16(23-3)8-13(12)18-9-19-17;/h4-9,21H,1-3H3,(H,18,19,20);1H",Cl.COc1cc2ncnc(Nc3ccc(C)c(O)c3)c2cc1OC,VEGFR2,GW410563A,GW410563A,Small molecule,0,347.8,460,3.4,76.5,6,2,0,4,N,0.77,9.93,5.56,2.56,2.56,3,MOL,-1,23,6,2,0,311.127,C17H18ClN3O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909357.svg?engine=indigo
98,CHEMBL272414,"InChI=1S/C17H18N4O3S/c1-21(2)12-5-8-16-14(9-12)15(17(22)20-16)10-19-11-3-6-13(7-4-11)25(18,23)24/h3-10,19H,1-2H3,(H,20,22)(H2,18,23,24)/b15-10-",CN(C)c1ccc2NC(=O)\C(=C/Nc3ccc(cc3)S(=O)(=O)N)\c2c1,CDK2,GW416469X,GW416469X,Small molecule,0,358.42,464,1.81,104.53,5,3,0,4,N,0.72,10.06,5.34,0.35,0.34,2,MOL,-1,25,7,4,0,358.11,C17H18N4O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL272414.svg?engine=indigo
99,CHEMBL269883,"InChI=1S/C20H21N3O5S/c1-12(2)11-28-20(25)13-3-8-18-16(9-13)17(19(24)23-18)10-22-14-4-6-15(7-5-14)29(21,26)27/h3-10,12,22H,11H2,1-2H3,(H,23,24)(H2,21,26,27)/b17-10-",CC(C)COC(=O)c1ccc2NC(=O)\C(=C/Nc3ccc(cc3)S(=O)(=O)N)\c2c1,CDK2,GW416981X,GW416981X,Small molecule,0,415.47,469,2.55,127.59,6,3,0,6,N,0.49,10.04,No Data,2.23,2.23,2,MOL,-1,29,8,4,0,415.1202,C20H21N3O5S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL269883.svg?engine=indigo
100,CHEMBL220244,"InChI=1S/C18H20N2O2/c1-12-7-16(21)8-13(2)17(12)6-5-14-9-15(11-19-10-14)18(22)20(3)4/h5-11,21H,1-4H3/b6-5+",CN(C)C(=O)c1cncc(\C=C\c2c(C)cc(O)cc2C)c1,c-RAF,GW427984X,GW427984X,Small molecule,0,296.37,461,3.28,53.43,3,1,0,3,N,0.95,10.13,3.76,3.02,3.02,2,MOL,-1,22,4,1,0,296.1525,C18H20N2O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL220244.svg?engine=indigo
101,CHEMBL1794050,"InChI=1S/C20H12Br2N2O2.ClH/c21-16-7-11(8-17(22)19(16)25)6-15-14-9-12(13-2-1-5-23-10-13)3-4-18(14)24-20(15)26;/h1-10,25H,(H,24,26);1H",Cl.Oc1c(Br)cc(C=C2C(=O)Nc3ccc(cc23)c4cccnc4)cc1Br,c-RAF,GW429374A,GW429374A,Small molecule,0,508.6,462,5.47,62.22,3,2,1,2,N,0.49,5.9,4.34,4.47,2.88,3,MOL,-1,26,4,2,1,469.9266,C20H13Br2ClN2O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794050.svg?engine=indigo
102,CHEMBL218932,"InChI=1S/C19H21N3O3/c1-12-7-16(25-19(24)21-4)8-13(2)17(12)6-5-14-9-15(11-22-10-14)18(23)20-3/h5-11H,1-4H3,(H,20,23)(H,21,24)/b6-5+",CNC(=O)Oc1cc(C)c(\C=C\c2cncc(c2)C(=O)NC)c(C)c1,c-RAF,GW432441X,GW432441X,Small molecule,0,339.4,460,2.95,80.32,4,2,0,4,N,0.9,12.27,3.16,2.04,2.04,2,MOL,-1,25,6,2,0,339.1583,C19H21N3O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL218932.svg?engine=indigo
103,CHEMBL485745,InChI=1S/C18H12FN3/c19-15-6-4-14(5-7-15)18-17(13-8-10-20-11-9-13)16-3-1-2-12-22(16)21-18/h1-12H,Fc1ccc(cc1)c2nn3ccccc3c2c4ccncc4,p38a,GW434756X,GW434756X,Small molecule,0,289.31,489,4.2,30.19,3,0,0,2,N,0.55,No Data,4.21,2.72,2.72,4,MOL,-1,22,3,0,0,289.1015,C18H12FN3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL485745.svg?engine=indigo
104,CHEMBL218088,"InChI=1S/C16H16N2O2/c1-10-5-14(19)6-11(2)15(10)4-3-12-7-13(16(17)20)9-18-8-12/h3-9,19H,1-2H3,(H2,17,20)/b4-3+",Cc1cc(O)cc(C)c1\C=C\c2cncc(c2)C(=O)N,c-RAF,GW435821X,GW435821X,Small molecule,0,268.32,461,2.67,76.21,3,2,0,3,N,0.9,10.12,3.42,2.49,2.49,2,MOL,-1,20,4,3,0,268.1212,C16H16N2O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL218088.svg?engine=indigo
105,CHEMBL374060,"InChI=1S/C20H23NO3/c1-13-8-17(22)9-14(2)18(13)7-6-15-10-16(12-21-11-15)19(23)24-20(3,4)5/h6-12,22H,1-5H3/b7-6+",Cc1cc(O)cc(C)c1\C=C\c2cncc(c2)C(=O)OC(C)(C)C,c-RAF,GW439255X,GW439255X,Small molecule,0,325.41,461,4.53,59.42,4,1,0,3,N,0.84,10.11,3.06,5.03,5.02,2,MOL,-1,24,4,1,0,325.1678,C20H23NO3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL374060.svg?engine=indigo
106,CHEMBL581096,"InChI=1S/C21H17N3O.ClH/c1-14-5-7-16(25)13-20(14)24-19-9-11-23-21-12-15(6-8-17(19)21)18-4-2-3-10-22-18;/h2-13,25H,1H3,(H,23,24);1H",Cl.Cc1ccc(O)cc1Nc2ccnc3cc(ccc23)c4ccccn4,RET,GW440139A,"GW440139A, TCMDC-138201",Small molecule,0,363.85,468,5.05,58.04,4,2,1,3,N,0.55,9.94,6.35,3.31,3.31,4,MOL,-1,25,4,2,1,327.1372,C21H18ClN3O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL581096.svg?engine=indigo
107,CHEMBL1516890,"InChI=1S/C17H13N3O/c1-20-10-11(12-5-2-3-7-15(12)20)9-13-16-14(19-17(13)21)6-4-8-18-16/h2-10H,1H3,(H,19,21)",Cn1cc(C=C2C(=O)Nc3cccnc23)c4ccccc14,TRKA,GW441756X,GW441756X,Small molecule,0,275.31,600,3.07,46.92,3,1,0,1,N,0.69,11.04,1.23,2.19,2.19,3,MOL,-1,21,4,1,0,275.1059,C17H13N3O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1516890.svg?engine=indigo
108,CHEMBL1909352,"InChI=1S/C16H15N5O.ClH/c1-10-5-14(22)6-11(2)15(10)4-3-12-7-13(9-17-8-12)16-18-20-21-19-16;/h3-9,22H,1-2H3,(H,18,19,20,21);1H/b4-3+;",Cl.Cc1cc(O)cc(C)c1\C=C\c2cncc(c2)c3nn[nH]n3,c-RAF,GW441806A,GW441806A,Small molecule,0,329.79,458,2.75,87.58,5,2,0,3,N,0.77,10.12,3.23,3.24,1.25,3,MOL,-1,22,6,2,0,293.1277,C16H16ClN5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909352.svg?engine=indigo
109,CHEMBL176857,"InChI=1S/C21H14Br2N2O3/c1-28-18-5-3-2-4-13(18)14-6-11(8-17(23)19(14)26)7-16-15-9-12(22)10-24-20(15)25-21(16)27/h2-10,26H,1H3,(H,24,25,27)/b16-7-",COc1ccccc1c2cc(\C=C\3/C(=O)Nc4ncc(Br)cc34)cc(Br)c2O,TRKA,GW442130X,GW442130X,Small molecule,0,502.16,462,5.48,71.45,4,2,2,3,N,0.47,7.04,0.24,4.26,3.75,3,MOL,-1,28,5,2,2,499.9371,C21H14Br2N2O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL176857.svg?engine=indigo
110,CHEMBL218859,"InChI=1S/C17H18N2O/c1-12-5-4-6-13(2)16(12)8-7-14-9-15(11-19-10-14)17(20)18-3/h4-11H,1-3H3,(H,18,20)/b8-7+",CNC(=O)c1cncc(\C=C\c2c(C)cccc2C)c1,c-RAF,GW445012X,GW445012X,Small molecule,0,266.34,462,3.23,41.99,2,1,0,3,N,0.93,No Data,3.09,2.92,2.92,2,MOL,-1,20,3,1,0,266.1419,C17H18N2O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL218859.svg?engine=indigo
111,CHEMBL263796,"InChI=1S/C15H12Cl2N2O/c1-18-15(20)11-7-10(8-19-9-11)5-6-12-13(16)3-2-4-14(12)17/h2-9H,1H3,(H,18,20)/b6-5+",CNC(=O)c1cncc(\C=C\c2c(Cl)cccc2Cl)c1,c-RAF,GW445014X,GW445014X,Small molecule,0,307.18,462,3.92,41.99,2,1,0,3,N,0.93,No Data,2.39,3.29,3.29,2,MOL,-1,20,3,1,0,306.0327,C15H12Cl2N2O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL263796.svg?engine=indigo
112,CHEMBL218969,"InChI=1S/C16H16N2O/c1-12-5-3-4-6-14(12)8-7-13-9-15(11-18-10-13)16(19)17-2/h3-11H,1-2H3,(H,17,19)/b8-7+",CNC(=O)c1cncc(\C=C\c2ccccc2C)c1,c-RAF,GW445015X,GW445015X,Small molecule,0,252.32,461,2.92,41.99,2,1,0,3,Y,0.91,No Data,3.08,2.37,2.37,2,MOL,-1,19,3,1,0,252.1263,C16H16N2O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL218969.svg?engine=indigo
113,CHEMBL218970,"InChI=1S/C15H13ClN2O/c1-17-15(19)13-8-11(9-18-10-13)6-7-12-4-2-3-5-14(12)16/h2-10H,1H3,(H,17,19)/b7-6+",CNC(=O)c1cncc(\C=C\c2ccccc2Cl)c1,c-RAF,GW445017X,GW445017X,Small molecule,0,272.74,459,3.27,41.99,2,1,0,3,N,0.93,No Data,2.74,2.56,2.56,2,MOL,-1,19,3,1,0,272.0716,C15H13ClN2O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL218970.svg?engine=indigo
114,CHEMBL385426,"InChI=1S/C19H22N2O/c1-4-15-7-6-8-16(5-2)18(15)10-9-14-11-17(13-21-12-14)19(22)20-3/h6-13H,4-5H2,1-3H3,(H,20,22)/b10-9+",CCc1cccc(CC)c1\C=C\c2cncc(c2)C(=O)NC,c-RAF,GW450241X,GW450241X,Small molecule,0,294.4,461,3.74,41.99,2,1,0,5,N,0.91,No Data,3.09,3.94,3.94,2,MOL,-1,22,3,1,0,294.1732,C19H22N2O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL385426.svg?engine=indigo
115,CHEMBL1909353,"InChI=1S/C20H17N5O.ClH/c1-13-8-16(19-4-3-7-26-19)9-14(2)18(13)6-5-15-10-17(12-21-11-15)20-22-24-25-23-20;/h3-12H,1-2H3,(H,22,23,24,25);1H/b6-5+;",Cl.Cc1cc(cc(C)c1\C=C\c2cncc(c2)c3nn[nH]n3)c4occc4,c-RAF,GW458344A,GW458344A,Small molecule,0,379.85,460,4.31,80.49,5,1,0,4,N,0.6,No Data,3.28,5.14,3.15,4,MOL,-1,26,6,1,0,343.1433,C20H18ClN5O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909353.svg?engine=indigo
116,CHEMBL1909385,"InChI=1S/C29H28N4O4S.ClH/c1-38(34,35)16-15-30-18-25-12-14-28(37-25)22-7-13-27-26(17-22)29(32-20-31-27)33-23-8-10-24(11-9-23)36-19-21-5-3-2-4-6-21;/h2-14,17,20,30H,15-16,18-19H2,1H3,(H,31,32,33);1H",Cl.CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2,EGFR/ErbB2,GW458787A,GW458787A,Small molecule,0,565.1,458,5.35,106.35,8,2,2,11,N,0.22,No Data,6.34,5.45,5.41,5,MOL,-1,38,8,2,2,528.1831,C29H29ClN4O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909385.svg?engine=indigo
117,CHEMBL1909354,"InChI=1S/C21H18N6.ClH/c1-14-9-17(20-5-3-4-8-23-20)10-15(2)19(14)7-6-16-11-18(13-22-12-16)21-24-26-27-25-21;/h3-13H,1-2H3,(H,24,25,26,27);1H/b7-6+;",Cl.Cc1cc(cc(C)c1\C=C\c2cncc(c2)c3nn[nH]n3)c4ccccn4,c-RAF,GW459057A,GW459057A,Small molecule,0,390.88,460,4.11,80.24,5,1,0,4,N,0.6,3.1,4.79,4.24,2.24,4,MOL,-1,27,6,1,0,354.1593,C21H19ClN6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909354.svg?engine=indigo
118,CHEMBL1909355,"InChI=1S/C21H19ClFN5O2S2.ClH/c1-32(29,30)7-6-24-10-20-28-19(11-31-20)13-2-5-18-15(8-13)21(26-12-25-18)27-14-3-4-17(23)16(22)9-14;/h2-5,8-9,11-12,24H,6-7,10H2,1H3,(H,25,26,27);1H",Cl.CS(=O)(=O)CCNCc1nc(cs1)c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2,EGFR/ErbB2,GW461104A,GW461104A,Small molecule,0,528.46,459,4.42,96.87,8,2,0,8,N,0.35,No Data,5.33,4.5,4.49,4,MOL,-1,32,7,2,0,491.0653,C21H20Cl2FN5O2S2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909355.svg?engine=indigo
119,CHEMBL1789961,"InChI=1S/C19H16N6O2/c1-27-17-9-13(7-8-16(17)26)10-22-24-18-15-11-23-25(19(15)21-12-20-18)14-5-3-2-4-6-14/h2-12,26H,1H3,(H,20,21,24)",COc1cc(C=NNc2ncnc3c2cnn3c4ccccc4)ccc1O,GSK3b,GW513184X,GW513184X,Small molecule,0,360.38,463,2.98,97.45,8,2,0,5,N,0.42,8.11,3.54,4.5,4.33,4,MOL,-1,27,8,2,0,360.1335,C19H16N6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1789961.svg?engine=indigo
